pathogen_type,canonical_organism,canonical_drug,quality_gate,gate_reason,n_master_rows,n_interpretable_rows
fungal,Cunninghamella bertholletiae,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cunninghamella bertholletiae,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cunninghamella bertholletiae,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cunninghamella bertholletiae,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Cunninghamella bertholletiae,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cunninghamella bertholletiae,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Cunninghamella bertholletiae,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cyberlindnera rhodanensis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Cyberlindnera rhodanensis,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cyberlindnera rhodanensis,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cyberlindnera rhodanensis,Fluconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cyberlindnera rhodanensis,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cyberlindnera rhodanensis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Cyberlindnera rhodanensis,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cyberlindnera rhodanensis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Cyberlindnera rhodanensis,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Debaryomyces fabryi,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Debaryomyces fabryi,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Debaryomyces fabryi,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Debaryomyces fabryi,Fluconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Debaryomyces fabryi,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Debaryomyces fabryi,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Debaryomyces fabryi,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Debaryomyces fabryi,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Debaryomyces fabryi,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Debaryomyces fabryi,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Epicoccum nigrum,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Epicoccum nigrum,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Epicoccum nigrum,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Epicoccum nigrum,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Epicoccum nigrum,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Epicoccum nigrum,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Epicoccum nigrum,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Epicoccum nigrum,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Exophiala attenuata,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Exophiala attenuata,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Exophiala attenuata,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Exophiala attenuata,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Exophiala attenuata,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Exophiala attenuata,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Exophiala attenuata,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Exophiala attenuata,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Exophiala dermatitidis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,20,0
fungal,Exophiala dermatitidis,Anidulafungin,withhold,majority_unclassifiable_no_standard,18,0
fungal,Exophiala dermatitidis,Caspofungin,withhold,majority_unclassifiable_no_standard,18,0
fungal,Exophiala dermatitidis,Isavuconazole,withhold,majority_unclassifiable_no_standard,13,0
fungal,Exophiala dermatitidis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,20,0
fungal,Exophiala dermatitidis,Micafungin,withhold,majority_unclassifiable_no_standard,17,0
fungal,Exophiala dermatitidis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,20,0
fungal,Exophiala dermatitidis,Voriconazole,withhold,majority_unclassifiable_no_standard,20,0
fungal,Exophiala phaeomuriformis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Exophiala phaeomuriformis,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Exophiala phaeomuriformis,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Exophiala phaeomuriformis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Exophiala phaeomuriformis,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Exophiala phaeomuriformis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Exophiala phaeomuriformis,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Fonsecaea pedrosoi,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fonsecaea pedrosoi,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fonsecaea pedrosoi,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fonsecaea pedrosoi,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fonsecaea pedrosoi,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fonsecaea pedrosoi,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fonsecaea pedrosoi,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fonsecaea pedrosoi,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fonsecaea pedrosoi,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium annulatum,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Fusarium annulatum,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Fusarium annulatum,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Fusarium annulatum,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Fusarium annulatum,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Fusarium annulatum,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Fusarium annulatum,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Fusarium annulatum,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Fusarium dimerum,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium dimerum,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium dimerum,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium dimerum,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium dimerum,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium dimerum,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium dimerum,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium dimerum,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium dimerum species complex,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium dimerum species complex,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium dimerum species complex,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium dimerum species complex,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium dimerum species complex,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium dimerum species complex,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium dimerum species complex,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium dimerum species complex,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium falciforme,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium falciforme,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium falciforme,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium falciforme,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium falciforme,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium falciforme,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium falciforme,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium falciforme,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium incarnatum-equiseti species complex,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,4,0
fungal,Fusarium incarnatum-equiseti species complex,Anidulafungin,withhold,majority_unclassifiable_no_standard,4,0
fungal,Fusarium incarnatum-equiseti species complex,Caspofungin,withhold,majority_unclassifiable_no_standard,4,0
fungal,Fusarium incarnatum-equiseti species complex,Isavuconazole,withhold,majority_unclassifiable_no_standard,4,0
fungal,Fusarium incarnatum-equiseti species complex,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Fusarium incarnatum-equiseti species complex,Micafungin,withhold,majority_unclassifiable_no_standard,4,0
fungal,Fusarium incarnatum-equiseti species complex,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,4,0
fungal,Fusarium incarnatum-equiseti species complex,Voriconazole,withhold,majority_unclassifiable_no_standard,4,0
fungal,Fusarium musae,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium musae,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium musae,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium musae,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium musae,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium musae,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium musae,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium musae,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium oxysporum species complex,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,25,0
fungal,Fusarium oxysporum species complex,Anidulafungin,withhold,majority_unclassifiable_no_standard,25,0
fungal,Fusarium oxysporum species complex,Caspofungin,withhold,majority_unclassifiable_no_standard,25,0
fungal,Fusarium oxysporum species complex,Isavuconazole,withhold,majority_unclassifiable_no_standard,23,0
fungal,Fusarium oxysporum species complex,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,25,0
fungal,Fusarium oxysporum species complex,Micafungin,withhold,majority_unclassifiable_no_standard,25,0
fungal,Fusarium oxysporum species complex,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,25,0
fungal,Fusarium oxysporum species complex,Voriconazole,withhold,majority_unclassifiable_no_standard,25,0
fungal,Fusarium petroliphilum,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium petroliphilum,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium petroliphilum,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium petroliphilum,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium petroliphilum,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium petroliphilum,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium petroliphilum,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Fusarium petroliphilum,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Fusarium solani,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,4,0
fungal,Fusarium solani,Anidulafungin,withhold,majority_unclassifiable_no_standard,4,0
fungal,Fusarium solani,Caspofungin,withhold,majority_unclassifiable_no_standard,4,0
fungal,Fusarium solani,Isavuconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Fusarium solani,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,4,0
fungal,Fusarium solani,Micafungin,withhold,majority_unclassifiable_no_standard,4,0
fungal,Fusarium solani,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,4,0
fungal,Fusarium solani,Voriconazole,withhold,majority_unclassifiable_no_standard,4,0
fungal,Fusarium solani species complex,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,65,0
fungal,Fusarium solani species complex,Anidulafungin,withhold,majority_unclassifiable_no_standard,65,0
fungal,Fusarium solani species complex,Caspofungin,withhold,majority_unclassifiable_no_standard,65,0
fungal,Fusarium solani species complex,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,10,0
fungal,Fusarium solani species complex,Isavuconazole,withhold,majority_unclassifiable_no_standard,44,0
fungal,Fusarium solani species complex,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,65,0
fungal,Fusarium solani species complex,Micafungin,withhold,majority_unclassifiable_no_standard,65,0
fungal,Fusarium solani species complex,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,65,0
fungal,Fusarium solani species complex,Voriconazole,withhold,majority_unclassifiable_no_standard,65,0
fungal,Geotrichum clavatum,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,35,0
fungal,Geotrichum clavatum,Anidulafungin,withhold,majority_unclassifiable_no_standard,35,0
fungal,Geotrichum clavatum,Caspofungin,withhold,majority_unclassifiable_no_standard,35,0
fungal,Geotrichum clavatum,Fluconazole,withhold,majority_unclassifiable_no_standard,35,0
fungal,Geotrichum clavatum,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Geotrichum clavatum,Isavuconazole,withhold,majority_unclassifiable_no_standard,24,0
fungal,Geotrichum clavatum,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,25,0
fungal,Geotrichum clavatum,Micafungin,withhold,majority_unclassifiable_no_standard,35,0
fungal,Geotrichum clavatum,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,35,0
fungal,Geotrichum clavatum,Voriconazole,withhold,majority_unclassifiable_no_standard,35,0
fungal,Geotrichum silvicola,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Geotrichum silvicola,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Geotrichum silvicola,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Geotrichum silvicola,Fluconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Geotrichum silvicola,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Geotrichum silvicola,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Geotrichum silvicola,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Geotrichum silvicola,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Geotrichum silvicola,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Gibberella fujikuroi species complex,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,37,0
fungal,Gibberella fujikuroi species complex,Anidulafungin,withhold,majority_unclassifiable_no_standard,37,0
fungal,Gibberella fujikuroi species complex,Caspofungin,withhold,majority_unclassifiable_no_standard,37,0
fungal,Gibberella fujikuroi species complex,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,11,0
fungal,Gibberella fujikuroi species complex,Isavuconazole,withhold,majority_unclassifiable_no_standard,22,0
fungal,Gibberella fujikuroi species complex,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,36,0
fungal,Gibberella fujikuroi species complex,Micafungin,withhold,majority_unclassifiable_no_standard,37,0
fungal,Gibberella fujikuroi species complex,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,37,0
fungal,Gibberella fujikuroi species complex,Voriconazole,withhold,majority_unclassifiable_no_standard,36,0
fungal,Kluyveromyces marxianus,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Kluyveromyces marxianus,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Kluyveromyces marxianus,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Kluyveromyces marxianus,Fluconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Kluyveromyces marxianus,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Kluyveromyces marxianus,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Kluyveromyces marxianus,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Kluyveromyces marxianus,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Kluyveromyces marxianus,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Kodamaea ohmeri,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,9,0
fungal,Kodamaea ohmeri,Anidulafungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Kodamaea ohmeri,Caspofungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Kodamaea ohmeri,Fluconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Kodamaea ohmeri,Isavuconazole,withhold,majority_unclassifiable_no_standard,8,0
fungal,Kodamaea ohmeri,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,8,0
fungal,Kodamaea ohmeri,Micafungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Kodamaea ohmeri,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,9,0
fungal,Kodamaea ohmeri,Voriconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Lichtheimia corymbifera,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,9,0
fungal,Lichtheimia corymbifera,Anidulafungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Lichtheimia corymbifera,Caspofungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Lichtheimia corymbifera,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Lichtheimia corymbifera,Isavuconazole,withhold,majority_unclassifiable_no_standard,8,0
fungal,Lichtheimia corymbifera,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,9,0
fungal,Lichtheimia corymbifera,Micafungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Lichtheimia corymbifera,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,9,0
fungal,Lichtheimia corymbifera,Voriconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Lichtheimia ramosa,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,6,0
fungal,Lichtheimia ramosa,Anidulafungin,withhold,majority_unclassifiable_no_standard,6,0
fungal,Lichtheimia ramosa,Caspofungin,withhold,majority_unclassifiable_no_standard,6,0
fungal,Lichtheimia ramosa,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Lichtheimia ramosa,Isavuconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Lichtheimia ramosa,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,6,0
fungal,Lichtheimia ramosa,Micafungin,withhold,majority_unclassifiable_no_standard,6,0
fungal,Lichtheimia ramosa,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,6,0
fungal,Lichtheimia ramosa,Voriconazole,withhold,majority_unclassifiable_no_standard,6,0
fungal,Lodderomyces elongisporus,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,7,0
fungal,Lodderomyces elongisporus,Anidulafungin,withhold,majority_unclassifiable_no_standard,7,0
fungal,Lodderomyces elongisporus,Caspofungin,withhold,majority_unclassifiable_no_standard,7,0
fungal,Lodderomyces elongisporus,Fluconazole,withhold,majority_unclassifiable_no_standard,7,0
fungal,Lodderomyces elongisporus,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Lodderomyces elongisporus,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Lodderomyces elongisporus,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Lodderomyces elongisporus,Micafungin,withhold,majority_unclassifiable_no_standard,7,0
fungal,Lodderomyces elongisporus,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,7,0
fungal,Lodderomyces elongisporus,Voriconazole,withhold,majority_unclassifiable_no_standard,7,0
fungal,Lomentospora prolificans,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,30,0
fungal,Lomentospora prolificans,Anidulafungin,withhold,majority_unclassifiable_no_standard,30,0
fungal,Lomentospora prolificans,Caspofungin,withhold,majority_unclassifiable_no_standard,30,0
fungal,Lomentospora prolificans,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Lomentospora prolificans,Isavuconazole,withhold,majority_unclassifiable_no_standard,24,0
fungal,Lomentospora prolificans,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,30,0
fungal,Lomentospora prolificans,Micafungin,withhold,majority_unclassifiable_no_standard,30,0
fungal,Lomentospora prolificans,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,30,0
fungal,Lomentospora prolificans,Voriconazole,withhold,majority_unclassifiable_no_standard,30,0
fungal,Magnusiomyces capitatus,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,26,0
fungal,Magnusiomyces capitatus,Anidulafungin,withhold,majority_unclassifiable_no_standard,26,0
fungal,Magnusiomyces capitatus,Caspofungin,withhold,majority_unclassifiable_no_standard,25,0
fungal,Magnusiomyces capitatus,Fluconazole,withhold,majority_unclassifiable_no_standard,26,0
fungal,Magnusiomyces capitatus,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Magnusiomyces capitatus,Isavuconazole,withhold,majority_unclassifiable_no_standard,12,0
fungal,Magnusiomyces capitatus,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,18,0
fungal,Magnusiomyces capitatus,Micafungin,withhold,majority_unclassifiable_no_standard,26,0
fungal,Magnusiomyces capitatus,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,26,0
fungal,Magnusiomyces capitatus,Voriconazole,withhold,majority_unclassifiable_no_standard,26,0
fungal,Malassezia pachydermatis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Malassezia pachydermatis,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Malassezia pachydermatis,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Malassezia pachydermatis,Fluconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Malassezia pachydermatis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Malassezia pachydermatis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Malassezia pachydermatis,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Malassezia pachydermatis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Malassezia pachydermatis,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Medicopsis romeroi,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Medicopsis romeroi,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Medicopsis romeroi,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Medicopsis romeroi,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Medicopsis romeroi,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Medicopsis romeroi,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Medicopsis romeroi,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Medicopsis romeroi,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Microascus cirrosus,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Microascus cirrosus,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Microascus cirrosus,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Microascus cirrosus,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Microascus cirrosus,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Microascus cirrosus,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Microascus cirrosus,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Microascus cirrosus,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Monascus ruber,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Monascus ruber,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Monascus ruber,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Monascus ruber,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Monascus ruber,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Monascus ruber,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Monascus ruber,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Monascus ruber,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Mucor circinelloides,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,15,0
fungal,Mucor circinelloides,Anidulafungin,withhold,majority_unclassifiable_no_standard,15,0
fungal,Mucor circinelloides,Caspofungin,withhold,majority_unclassifiable_no_standard,15,0
fungal,Mucor circinelloides,Isavuconazole,withhold,majority_unclassifiable_no_standard,13,0
fungal,Mucor circinelloides,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,15,0
fungal,Mucor circinelloides,Micafungin,withhold,majority_unclassifiable_no_standard,15,0
fungal,Mucor circinelloides,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,15,0
fungal,Mucor circinelloides,Voriconazole,withhold,majority_unclassifiable_no_standard,15,0
fungal,Mucor circinelloides/ Mucor ramosissimus,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
