canonical_organism,canonical_drug,drug_class,iso3_country,parsed_year,specimen_source,n_isolates_in_stratum,n_classified,n_wt,n_nwt,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Candida tropicalis,Itraconazole,Triazole,SGP,2011,Blood culture,8,8,8,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SGP,2012,Blood culture,9,9,9,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SGP,2013,Blood culture,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SGP,2014,Blood culture,2,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SGP,2015,Blood culture,11,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVK,2023,Invasive pulmonary,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVK,2023,Lower Respiratory Tract,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVK,2024,Lower Respiratory Tract,1,1,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVK,2024,Ureteral catheter,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVK,2024,Wound/Drainage/Ulcer,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVN,2014,Blood culture,1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVN,2018,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVN,2020,Blood culture,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVN,2021,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVN,2021,Tracheal aspirate,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVN,2021,Ureteral catheter,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVN,2021,Urine/Urinary tract,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVN,2023,Sputum,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SVN,2024,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2010,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2010,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2011,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2012,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2013,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2017,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2018,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2018,Sputum,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2019,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2021,Genital tract,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,SWE,2024,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2011,Blood culture,7,7,7,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2012,Blood culture,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2013,Blood culture,9,9,9,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2014,Unknown,5,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2015,Unknown,8,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2016,Blood culture,6,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2016,Ureteral catheter,1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2017,Unknown,8,8,7,1,1.0,0.875,0.875,0.0,0.875,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2018,Unknown,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2019,Blood culture,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2019,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2019,Plueral fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2019,Sputum,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2019,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2019,Urine/Urinary tract,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2020,Abscess (pus),1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2020,Blood culture,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2020,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2020,GI tract/bowel,1,1,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2020,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2021,Blood culture,7,7,6,1,1.0,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2021,Bone/Joint culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2021,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2022,Bronchoalveolar lavage/wash,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2023,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2023,Bronchoalveolar lavage/wash,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2024,Blood culture,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2024,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,THA,2024,Plueral fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2010,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2011,Abscess (pus),1,1,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2011,Blood culture,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2011,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2012,Blood culture,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2013,Blood culture,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2014,Blood culture,5,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2014,Urine/Urinary tract,2,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2015,Blood culture,10,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2016,Blood culture,3,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2016,Bronchoalveolar lavage/wash,1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2016,Genital tract,1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2016,Sputum,1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2016,Urine/Urinary tract,3,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2017,Blood culture,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2017,Urine/Urinary tract,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2018,Blood culture,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2018,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2018,Urine/Urinary tract,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2019,Blood culture,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2019,Peritoneal fluid,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2019,Urine/Urinary tract,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2020,Blood culture,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2021,Blood culture,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2021,Cerebrospinal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2022,Blood culture,8,8,8,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2022,Unknown,7,7,7,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2023,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2023,Intravenous/IV Line,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2023,Sputum,1,1,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2023,Tracheal aspirate,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2023,Ureteral catheter,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2024,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2024,Genital tract,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2024,Upper Respiratory Tract,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2024,Ureteral catheter,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TUR,2024,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TWN,2019,Blood culture,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TWN,2020,Blood culture,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TWN,2021,Blood culture,5,5,3,2,1.0,0.6,0.6,0.0,0.6,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TWN,2022,Blood culture,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,TWN,2023,Blood culture,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2010,Ascitic fluid,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2010,Bile,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2010,Blood culture,47,47,46,1,1.0,0.9787234042553191,0.9787234042553191,0.0,0.9787234042553191,False,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2010,Catheter tip,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2010,"Ears,nose,throat",1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2010,Peritoneal fluid,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2010,Plueral fluid,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2010,Tissue,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2010,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2011,Blood culture,24,24,24,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2011,Bronchoalveolar lavage/wash,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2011,Invasive pulmonary,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2011,Peritoneal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2011,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2011,Unknown,5,5,4,1,1.0,0.8,0.8,0.0,0.8,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2012,Ascitic fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2012,Blood culture,19,19,18,1,1.0,0.9473684210526315,0.9473684210526315,0.0,0.9473684210526315,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2012,Other,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2012,Peritoneal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2012,Sputum,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2013,Blood culture,16,16,16,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2013,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2013,Cerebrospinal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2013,GI tract/bowel,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2013,Peritoneal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2014,Blood culture,11,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2014,Eye/conjunctiva,1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2014,Sputum,1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2015,Blood culture,19,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2015,"Ears,nose,throat",1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2015,Intravenous/IV Line,1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2015,Peritoneal fluid,2,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2015,Unknown,1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2016,Blood culture,19,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2016,Tissue,1,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2017,Blood culture,12,12,12,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2017,Peritoneal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2017,Urine/Urinary tract,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2018,Blood culture,11,11,11,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2018,Bronchoalveolar lavage/wash,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2018,Other,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2018,Peritoneal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2018,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2019,Blood culture,28,28,28,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2019,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2019,Peritoneal fluid,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2019,Plueral fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2019,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2020,Abscess (pus),1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2020,Aspirate,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2020,Blood culture,35,35,33,2,1.0,0.9428571428571428,0.9428571428571428,0.0,0.9428571428571428,False,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2020,Lower Respiratory Tract,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2020,Other,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2020,Plueral fluid,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2020,Tissue,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2020,Tracheal aspirate,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2020,Unknown,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2021,Abscess (pus),1,1,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2021,Blood culture,36,36,35,1,1.0,0.9722222222222222,0.9722222222222222,0.0,0.9722222222222222,False,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2021,Intravenous/IV Line,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2021,Lower Respiratory Tract,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2021,Other,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2021,Peritoneal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2021,Tissue,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2021,Unknown,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2021,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2022,Blood culture,12,12,12,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2022,Invasive pulmonary,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2022,Other,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2022,Plueral fluid,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2022,Unknown,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2023,Abscess (pus),2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2023,Blood culture,12,12,11,1,1.0,0.9166666666666666,0.9166666666666666,0.0,0.9166666666666666,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2023,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2023,GI tract/bowel,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2023,Other,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2023,Plueral fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2023,Unknown,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2023,Wound/Drainage/Ulcer,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2024,Blood culture,17,17,17,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2024,Cerebrospinal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida tropicalis,Itraconazole,Triazole,USA,2024,Other,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
