canonical_organism,drug_class,iso3_country,parsed_year,specimen_source,n_isolates_in_stratum,n_tested,n_susceptible,n_intermediate,n_resistant,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Candida tropicalis,Echinocandin,USA,2011,Blood culture,24,72,72,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2011,Bronchoalveolar lavage/wash,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2011,Invasive pulmonary,4,12,12,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2011,Peritoneal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2011,Tissue,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2011,Unknown,5,15,15,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2012,Ascitic fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2012,Blood culture,19,57,57,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2012,Other,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2012,Peritoneal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2012,Sputum,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2013,Blood culture,16,48,42,2,4,3.0,2.625,0.625,-2.0,0.875,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2013,Bronchoalveolar lavage/wash,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2013,Cerebrospinal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2013,GI tract/bowel,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2013,Peritoneal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2014,Blood culture,11,33,33,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2014,Eye/conjunctiva,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2014,Sputum,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2015,Blood culture,19,57,57,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2015,"Ears,nose,throat",1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2015,Intravenous/IV Line,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2015,Peritoneal fluid,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2015,Unknown,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2016,Blood culture,19,57,54,0,3,3.0,2.8421052631578947,0.8421052631578947,-2.0,0.9473684210526315,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2016,Tissue,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2017,Blood culture,12,36,36,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2017,Peritoneal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2017,Urine/Urinary tract,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2018,Blood culture,11,33,33,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2018,Bronchoalveolar lavage/wash,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2018,Other,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2018,Peritoneal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2018,Wound/Drainage/Ulcer,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2019,Blood culture,28,84,84,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2019,Bronchoalveolar lavage/wash,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2019,Peritoneal fluid,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2019,Plueral fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2019,Tissue,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2020,Abscess (pus),1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2020,Aspirate,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2020,Blood culture,35,105,105,0,0,3.0,3.0,1.0,-2.0,1.0,False,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2020,Lower Respiratory Tract,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2020,Other,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2020,Plueral fluid,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2020,Tissue,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2020,Tracheal aspirate,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2020,Unknown,5,15,15,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2021,Abscess (pus),1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2021,Blood culture,36,108,105,1,2,3.0,2.9166666666666665,0.9166666666666666,-2.0,0.9722222222222222,False,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2021,Intravenous/IV Line,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2021,Lower Respiratory Tract,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2021,Other,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2021,Peritoneal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2021,Tissue,4,12,12,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2021,Unknown,4,12,12,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2021,Wound/Drainage/Ulcer,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2022,Blood culture,12,36,36,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2022,Invasive pulmonary,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2022,Other,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2022,Plueral fluid,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2022,Unknown,6,18,18,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2023,Abscess (pus),2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2023,Blood culture,12,33,33,0,0,2.75,2.75,1.0,-1.75,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2023,Bronchoalveolar lavage/wash,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2023,GI tract/bowel,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2023,Other,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2023,Plueral fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2023,Unknown,6,18,18,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2023,Wound/Drainage/Ulcer,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2024,Blood culture,17,51,51,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2024,Cerebrospinal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2024,Other,5,15,15,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2024,Sputum,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2024,Tissue,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2024,Unknown,6,18,18,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2024,Ureteral catheter,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Echinocandin,USA,2024,Wound/Drainage/Ulcer,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2011,Blood culture,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2013,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2013,Bronchoalveolar lavage/wash,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2015,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2017,Abscess (pus),1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2017,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2017,Peritoneal fluid,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2017,Tissue,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2017,Urine/Urinary tract,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2017,Wound/Drainage/Ulcer,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2018,Abscess (pus),1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2018,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2018,GI tract/bowel,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2018,Tracheal aspirate,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2019,Blood culture,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2019,Bronchoalveolar lavage/wash,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2019,Tracheal aspirate,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2019,Upper Respiratory Tract,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2020,Abscess (pus),1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2020,Plueral fluid,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2020,Sputum,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2020,Tracheal aspirate,5,10,9,1,0,2.0,1.8,0.8,-1.0,0.9,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2020,Ureteral catheter,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2020,Wound/Drainage/Ulcer,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2021,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2021,Bronchoalveolar lavage/wash,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2021,Sputum,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2021,Tracheal aspirate,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2021,Urine/Urinary tract,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2022,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2023,Blood culture,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2023,Tracheal aspirate,4,8,8,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2024,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,ARG,2024,Tracheal aspirate,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2011,Unknown,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2012,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2012,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2013,Blood culture,3,6,4,1,1,2.0,1.3333333333333333,0.3333333333333333,-1.0,0.6666666666666666,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2014,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2015,Bronchoalveolar lavage/wash,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2015,Wound/Drainage/Ulcer,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2017,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2017,Bronchoalveolar lavage/wash,2,4,2,1,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2017,Sputum,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2018,Bronchoalveolar lavage/wash,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2018,Eye/conjunctiva,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2018,Genital tract,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2018,Peritoneal fluid,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2018,Sputum,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2018,Urine/Urinary tract,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2019,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2019,Sputum,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2019,Tracheal aspirate,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2020,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2020,Genital tract,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2020,Plueral fluid,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2021,Genital tract,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2021,Urine/Urinary tract,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2022,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2022,Bronchoalveolar lavage/wash,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2022,Wound/Drainage/Ulcer,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2023,Abscess (pus),1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2023,Bronchoalveolar lavage/wash,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2023,Ureteral catheter,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2024,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,AUS,2024,Plueral fluid,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2011,Abscess (pus),1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2011,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2012,Tissue,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2014,Bronchoalveolar lavage/wash,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2015,Bronchoalveolar lavage/wash,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2017,Blood culture,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2018,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2018,Wound/Drainage/Ulcer,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2020,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2021,Other,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2021,Urine/Urinary tract,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2021,Wound/Drainage/Ulcer,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2022,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2023,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2023,Wound/Drainage/Ulcer,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BEL,2024,Other,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2010,Ascitic fluid,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2010,Blood culture,11,22,22,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2010,Cerebrospinal fluid,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2010,Plueral fluid,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2010,Tissue,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2010,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2011,Blood culture,14,28,26,2,0,2.0,1.8571428571428572,0.8571428571428571,-1.0,0.9285714285714286,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2011,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2012,Blood culture,8,16,16,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2013,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2015,Blood culture,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2016,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2017,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2017,Other,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2018,Blood culture,4,8,6,1,1,2.0,1.5,0.5,-1.0,0.75,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2018,Urine/Urinary tract,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2019,Blood culture,5,10,10,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2019,Peritoneal fluid,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2020,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2021,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2022,Blood culture,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2023,Blood culture,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,BRA,2024,Other,2,4,2,0,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Candida tropicalis,Triazole,CAN,2010,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,CAN,2010,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,CAN,2011,Blood culture,2,4,3,1,0,2.0,1.5,0.5,-1.0,0.75,True,v1,2026-07-08
Candida tropicalis,Triazole,CAN,2011,Unknown,5,10,10,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,CAN,2012,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,CAN,2013,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida tropicalis,Triazole,CAN,2014,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
