canonical_organism,drug_class,iso3_country,parsed_year,body_site,n_isolates_in_stratum,n_tested,n_resistant,n_intermediate,n_susceptible,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Streptococcus pneumoniae,Natural penicillin,CRI,2016,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,CRI,2016,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,CZE,2014,CVS: Blood,3,3,0,1,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,CZE,2015,CVS: Blood,123,123,2,7,114,1.0,0.016260162601626018,0.016260162601626018,0.0,0.016260162601626018,False,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,CZE,2015,HEENT: Middle ear,8,8,0,0,8,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,CZE,2015,Respiratory: Bronchoalveolar lavage,24,24,2,0,22,1.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,CZE,2015,Respiratory: Endotracheal aspirate,9,9,0,2,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,CZE,2015,Respiratory: Sinuses,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,CZE,2015,Respiratory: Sputum,30,30,1,2,27,1.0,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,False,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2018,CVS: Blood,3,3,0,1,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2018,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2019,CVS: Blood,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2019,Respiratory: Bronchoalveolar lavage,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2019,Respiratory: Endotracheal aspirate,4,4,0,1,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2019,Respiratory: Other,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2019,Respiratory: Sputum,32,32,1,8,23,1.0,0.03125,0.03125,0.0,0.03125,False,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2020,CVS: Blood,14,14,0,1,13,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2020,HEENT: Middle ear,6,6,0,1,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2020,Respiratory: Bronchoalveolar lavage,3,3,1,1,1,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2020,Respiratory: Endotracheal aspirate,10,10,1,4,5,1.0,0.1,0.1,0.0,0.1,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2020,Respiratory: Other,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2020,Respiratory: Sinuses,7,7,1,4,2,1.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2020,Respiratory: Sputum,59,59,3,20,36,1.0,0.05084745762711865,0.05084745762711865,0.0,0.05084745762711865,False,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2020,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2021,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2021,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2021,Respiratory: Bronchoalveolar lavage,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2021,Respiratory: Endotracheal aspirate,4,4,0,2,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2021,Respiratory: Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2021,Respiratory: Sinuses,6,6,1,2,3,1.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2021,Respiratory: Sputum,11,11,0,4,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ESP,2021,Unknown,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,GHA,2017,Respiratory: Sputum,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,GRC,2014,CVS: Blood,3,3,0,2,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,GRC,2014,HEENT: Middle ear,3,3,0,1,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,GRC,2014,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,GRC,2014,Respiratory: Sputum,19,19,4,4,11,1.0,0.21052631578947367,0.21052631578947367,0.0,0.21052631578947367,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,GRC,2015,CVS: Blood,9,9,1,6,2,1.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,GRC,2015,HEENT: Middle ear,5,5,1,4,0,1.0,0.2,0.2,0.0,0.2,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,GRC,2015,Respiratory: Bronchoalveolar lavage,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,GRC,2015,Respiratory: Sputum,53,53,5,30,18,1.0,0.09433962264150944,0.09433962264150944,0.0,0.09433962264150944,False,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,GRC,2016,Respiratory: Sputum,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2014,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2014,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2014,Respiratory: Endotracheal aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2014,Respiratory: Other,13,13,3,2,8,1.0,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2014,Respiratory: Sinuses,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2014,Respiratory: Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2015,CVS: Blood,4,4,0,2,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2015,Respiratory: Bronchoalveolar lavage,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2015,Respiratory: Endotracheal aspirate,15,15,6,4,5,1.0,0.4,0.4,0.0,0.4,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2015,Respiratory: Other,52,52,13,6,33,1.0,0.25,0.25,0.0,0.25,False,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2015,Respiratory: Sputum,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,HRV,2016,Respiratory: Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2018,Respiratory: Bronchoalveolar lavage,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2018,Respiratory: Sputum,25,25,2,15,8,1.0,0.08,0.08,0.0,0.08,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2020,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2020,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2020,Respiratory: Other,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2020,Respiratory: Sputum,8,8,0,3,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2021,CVS: Blood,18,18,0,10,8,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2021,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2021,Respiratory: Bronchoalveolar lavage,5,5,0,2,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2021,Respiratory: Other,5,5,0,2,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2021,Respiratory: Sputum,109,109,8,60,41,1.0,0.07339449541284404,0.07339449541284404,0.0,0.07339449541284404,False,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,IND,2021,Unknown,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2019,CVS: Blood,8,8,1,0,7,1.0,0.125,0.125,0.0,0.125,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2019,Respiratory: Bronchoalveolar lavage,4,4,0,1,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2019,Respiratory: Sputum,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2019,Unknown,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2020,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2020,Respiratory: Bronchoalveolar lavage,8,8,0,5,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2020,Respiratory: Endotracheal aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2020,Respiratory: Other,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2020,Respiratory: Sinuses,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2020,Respiratory: Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2020,Unknown,6,6,0,0,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2021,CVS: Blood,11,11,0,1,10,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2021,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2021,Respiratory: Bronchoalveolar lavage,13,13,3,3,7,1.0,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2021,Respiratory: Endotracheal aspirate,6,6,0,1,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2021,Respiratory: Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2021,Respiratory: Sputum,3,3,0,1,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,ITA,2021,Unknown,6,6,1,4,1,1.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2016,Bodily Fluids: Pleural,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2016,CVS: Blood,6,6,0,5,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2016,Respiratory: Sputum,3,3,0,2,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2016,Respiratory: Transtracheal aspirate,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2017,CVS: Blood,4,4,0,3,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2017,Respiratory: Bronchoalveolar lavage,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2017,Respiratory: Sputum,13,13,4,7,2,1.0,0.3076923076923077,0.3076923076923077,0.0,0.3076923076923077,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2017,Respiratory: Transtracheal aspirate,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2018,Bodily Fluids: Pleural,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2018,CVS: Blood,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2018,Respiratory: Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KEN,2018,Respiratory: Transtracheal aspirate,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KHM,2016,CVS: Blood,22,22,1,16,5,1.0,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KHM,2016,Respiratory: Sinuses,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KHM,2016,Respiratory: Sputum,18,18,1,10,7,1.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KHM,2017,CVS: Blood,6,6,2,3,1,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KHM,2017,Respiratory: Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2015,CVS: Blood,4,4,0,3,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2015,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2015,Respiratory: Sinuses,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2015,Respiratory: Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2015,Respiratory: Transtracheal aspirate,2,2,1,1,0,1.0,0.5,0.5,0.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2016,CVS: Blood,13,13,1,7,5,1.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2016,HEENT: Middle ear,7,7,0,6,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2016,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2016,Respiratory: Sinuses,2,2,1,1,0,1.0,0.5,0.5,0.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2016,Respiratory: Sputum,10,10,0,8,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2016,Respiratory: Transtracheal aspirate,11,11,1,5,5,1.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2017,CVS: Blood,12,12,0,5,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2017,HEENT: Middle ear,5,5,1,1,3,1.0,0.2,0.2,0.0,0.2,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2017,Respiratory: Bronchoalveolar lavage,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2017,Respiratory: Sputum,4,4,0,2,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2017,Respiratory: Transtracheal aspirate,6,6,0,3,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2019,CVS: Blood,10,10,2,6,2,1.0,0.2,0.2,0.0,0.2,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2019,HEENT: Middle ear,2,2,1,1,0,1.0,0.5,0.5,0.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2019,Respiratory: Endotracheal aspirate,9,9,1,7,1,1.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2019,Respiratory: Other,6,6,1,4,1,1.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2019,Respiratory: Sinuses,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2019,Respiratory: Sputum,14,14,1,10,3,1.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2020,CVS: Blood,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2020,HEENT: Middle ear,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2020,Respiratory: Endotracheal aspirate,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,KWT,2021,CVS: Blood,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,LBN,2016,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,LBN,2016,Respiratory: Sputum,7,7,0,4,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,LBN,2016,Respiratory: Transtracheal aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,LBN,2017,CVS: Blood,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,LBN,2017,Respiratory: Sputum,10,10,0,3,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,MAR,2016,Respiratory: Sputum,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,MAR,2016,Respiratory: Transtracheal aspirate,10,10,1,0,9,1.0,0.1,0.1,0.0,0.1,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,MAR,2017,Respiratory: Bronchoalveolar lavage,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,MAR,2017,Respiratory: Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,MAR,2017,Respiratory: Transtracheal aspirate,5,5,0,0,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,NGA,2016,CVS: Blood,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,NGA,2017,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,NGA,2017,Respiratory: Sputum,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2016,CVS: Blood,6,6,0,4,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2016,HEENT: Middle ear,6,6,0,5,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2016,Respiratory: Bronchoalveolar lavage,5,5,0,3,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2016,Respiratory: Sinuses,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2016,Respiratory: Sputum,45,45,0,36,9,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2016,Respiratory: Transtracheal aspirate,9,9,0,6,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2017,CVS: Blood,3,3,0,2,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2017,HEENT: Middle ear,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2017,Respiratory: Bronchoalveolar lavage,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2017,Respiratory: Sinuses,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2017,Respiratory: Sputum,8,8,0,6,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2017,Respiratory: Transtracheal aspirate,4,4,0,3,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2018,CVS: Blood,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2018,Respiratory: Bronchoalveolar lavage,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2018,Respiratory: Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2018,Respiratory: Sputum,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2019,Respiratory: Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2020,CVS: Blood,7,7,0,6,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2020,Respiratory: Bronchoalveolar lavage,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2020,Respiratory: Endotracheal aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2020,Respiratory: Other,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2020,Respiratory: Sputum,7,7,0,3,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2020,Unknown,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2021,CVS: Blood,8,8,1,4,3,1.0,0.125,0.125,0.0,0.125,True,v1,2026-07-08
Streptococcus pneumoniae,Natural penicillin,PAK,2021,Respiratory: Endotracheal aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
